Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
South Yarra,6/57 Adams St,2,u,747500,S,hockingstuart,22/07/2017,2.7,3141,2,1,1,0,,,Melbourne,-37.836,144.977,Southern Metropolitan,14887
South Yarra,7/85 Caroline St,1,u,420000,S,hockingstuart,22/07/2017,2.7,3141,1,1,1,0,43,1960,Stonnington,-37.835,144.988,Southern Metropolitan,14887
South Yarra,804/2 Claremont St,2,u,460000,VB,Gary,22/07/2017,2.7,3141,2,2,1,0,63,2014,Stonnington,-37.839,144.994,Southern Metropolitan,14887
South Yarra,10/391 Toorak Rd,2,u,1340000,S,Marshall,22/07/2017,2.7,3141,2,2,1,0,133,1995,Stonnington,-37.84,145.003,Southern Metropolitan,14887
Springvale,1/2 Mary St,2,u,580000,S,iSell,22/07/2017,20.8,3171,2,2,1,155,89.25,,Greater Dandenong,-37.943,145.155,South-Eastern Metropolitan,7412
Springvale South,5 Gwent St,3,h,700000,PI,iSell,22/07/2017,22.2,3172,3,1,1,638,105,1980,Greater Dandenong,-37.98,145.155,South-Eastern Metropolitan,4054
St Albans,76 East Esplanade,3,h,627000,PI,O'Brien,22/07/2017,14,3021,3,1,1,581,,,Brimbank,-37.733,144.796,Western Metropolitan,14042
St Kilda,8/240 Barkly St,1,u,360000,S,hockingstuart,22/07/2017,5,3182,1,1,1,0,49,1971,Port Phillip,-37.872,144.98,Southern Metropolitan,13240
St Kilda,7/59 Carlisle St,2,u,530000,SA,Woodards,22/07/2017,5,3182,2,1,1,0,,,Port Phillip,-37.868,144.983,Southern Metropolitan,13240
St Kilda,4/63 Carlisle St,2,u,533000,S,Ray,22/07/2017,5,3182,2,1,1,463,,1960,Port Phillip,-37.868,144.983,Southern Metropolitan,13240
St Kilda,55 Havelock St,3,h,1180000,PI,Greg,22/07/2017,5,3182,3,2,1,128,,,Port Phillip,-37.865,144.981,Southern Metropolitan,13240
Strathmore,10 Fenacre St,4,h,1220000,S,Nelson,22/07/2017,8.2,3041,4,1,1,750,185,1960,Moonee Valley,-37.731,144.917,Western Metropolitan,3284
Sunbury,315 Elizabeth Dr,3,h,500000,S,YPA,22/07/2017,31.7,3429,3,1,1,678,127,1975,Hume,-37.569,144.724,Western Metropolitan,14092
Sunbury,11 Gruner St,3,h,438000,S,YPA,22/07/2017,31.7,3429,3,1,1,606,96,1994,Hume,-37.575,144.711,Western Metropolitan,14092
Sunshine,24 Matthews St,3,h,910000,PI,Jas,22/07/2017,10.5,3020,3,1,1,703,,1950,Brimbank,-37.793,144.842,Western Metropolitan,3755
Sunshine North,95A Berkshire Rd,4,t,650000,SP,Sweeney,22/07/2017,10.5,3020,4,2,1,283,181.6,2005,Brimbank,-37.765,144.836,Western Metropolitan,4217
Sunshine North,46 Clayton St,3,h,595000,SA,GL,22/07/2017,10.5,3020,3,1,1,557,,,Brimbank,-37.768,144.825,Western Metropolitan,4217
Sunshine West,19 Estelle St,3,h,710000,VB,hockingstuart,22/07/2017,10.5,3020,3,1,1,697,,,Brimbank,-37.787,144.811,Western Metropolitan,6763
Sunshine West,9 Noble Ct,3,t,615000,PI,Barry,22/07/2017,10.5,3020,3,2,1,358,27,1999,Brimbank,-37.796,144.793,Western Metropolitan,6763
Sunshine West,34 Ralph St,4,h,859000,S,hockingstuart,22/07/2017,10.5,3020,4,2,1,699,,,Brimbank,-37.789,144.801,Western Metropolitan,6763
Surrey Hills,23 Bristol St,3,h,2225000,SA,Fletchers,22/07/2017,10.2,3127,3,1,1,829,,,Boroondara,-37.833,145.088,Southern Metropolitan,5457
Surrey Hills,15 Charles St,2,h,1950000,VB,Lindellas,22/07/2017,10.2,3127,2,1,1,858,,,Whitehorse,-37.826,145.112,Southern Metropolitan,5457
Surrey Hills,6 Durham Rd,4,h,2550000,VB,Marshall,22/07/2017,10.2,3127,4,2,1,861,,,Boroondara,-37.826,145.091,Southern Metropolitan,5457
Surrey Hills,1/24 Suffolk Rd,2,u,830000,SP,Noel,22/07/2017,10.2,3127,2,1,1,180,,,Boroondara,-37.828,145.093,Southern Metropolitan,5457
Sydenham,7 Argyll St,4,h,740000,S,Purplebricks,22/07/2017,18,3037,4,2,1,1017,156,2000,Brimbank,-37.691,144.759,Western Metropolitan,3640
Sydenham,44 Roseleigh Bvd,3,h,620000,S,Barry,22/07/2017,18,3037,3,2,1,360,,2000,Brimbank,-37.707,144.77,Western Metropolitan,3640
Tarneit,26 Bradman Dr,4,h,463500,S,hockingstuart,22/07/2017,18.4,3029,4,2,1,371,156,2006,Wyndham,-37.867,144.656,Western Metropolitan,10160
Tarneit,30 Cobram St,3,h,530000,S,hockingstuart,22/07/2017,18.4,3029,3,2,1,400,153,2009,Wyndham,-37.834,144.673,Western Metropolitan,10160
Tarneit,7 Vive St,3,h,446000,S,Sweeney,22/07/2017,18.4,3029,3,2,1,326,162,2012,Wyndham,-37.85,144.662,Western Metropolitan,10160
Taylors Hill,55 Bloomsbury Dr,3,h,520000,S,Barry,22/07/2017,18,3037,3,2,1,389,161,2005,Melton,-37.714,144.76,Western Metropolitan,4242
Taylors Hill,20 Hobart Wy,3,h,530000,SP,YPA,22/07/2017,18,3037,3,2,1,343,119,2011,Melton,-37.712,144.752,Western Metropolitan,4242
Taylors Hill,6 Hobart Wy,5,h,725500,S,Barry,22/07/2017,18,3037,5,3,1,450,260,2011,Melton,-37.712,144.753,Western Metropolitan,4242
Taylors Lakes,47 Apollo Rd,4,h,688000,S,O'Brien,22/07/2017,15.5,3038,4,2,1,645,,,Brimbank,-37.708,144.797,Western Metropolitan,5336
Taylors Lakes,7 Apollo Rd,3,h,630000,S,Barry,22/07/2017,15.5,3038,3,2,1,655,,,Brimbank,-37.709,144.802,Western Metropolitan,5336
Taylors Lakes,4 Goulburn Wy,4,h,800000,VB,Westside,22/07/2017,15.5,3038,4,3,1,876,,,Brimbank,-37.69,144.783,Western Metropolitan,5336
Taylors Lakes,4 Pacific Pl,3,h,760000,VB,YPA,22/07/2017,15.5,3038,3,3,1,654,,,Brimbank,-37.694,144.78,Western Metropolitan,5336
Taylors Lakes,23A Wentworth Dr,3,t,502000,S,Barry,22/07/2017,15.5,3038,3,2,1,198,143,2004,Brimbank,-37.695,144.779,Western Metropolitan,5336
Templestowe,32 Hillhouse Rd,4,h,1275000,PI,Barry,22/07/2017,15.5,3106,4,2,1,812,33,,Manningham,-37.758,145.161,Eastern Metropolitan,6202
Templestowe,1 Saville Ct,5,h,1300000,PI,Barry,22/07/2017,15.5,3106,5,3,1,767,,,Manningham,-37.761,145.127,Eastern Metropolitan,6202
Templestowe Lower,46 Feathertop Av,4,h,1215000,S,hockingstuart,22/07/2017,12.4,3107,4,2,1,729,240,1970,Manningham,-37.768,145.112,Eastern Metropolitan,5420
Templestowe Lower,20 Oak Cr,4,h,1320000,PI,Jellis,22/07/2017,12.4,3107,4,2,1,774,,,Manningham,-37.769,145.121,Eastern Metropolitan,5420
Templestowe Lower,1/6 Union St,2,t,731000,S,Jellis,22/07/2017,12.4,3107,2,1,1,217,115,2005,Manningham,-37.757,145.114,Eastern Metropolitan,5420
Thomastown,24 Banksia Av,3,h,651000,SA,Harcourts,22/07/2017,15.3,3074,3,1,1,526,116,1970,Whittlesea,-37.682,144.998,Northern Metropolitan,7955
Thomastown,14 Marjory St,3,h,631000,S,Harcourts,22/07/2017,15.3,3074,3,1,1,584,121,1965,Whittlesea,-37.682,145.023,Northern Metropolitan,7955
Thomastown,37 Smith Av,3,h,715500,S,Love,22/07/2017,15.3,3074,3,1,1,685,,,Whittlesea,-37.681,145.034,Northern Metropolitan,7955
Thornbury,105 Fyffe St,3,h,1110000,SP,McGrath,22/07/2017,7,3071,3,1,1,396,113,1930,Darebin,-37.754,144.985,Northern Metropolitan,8870
Toorak,8/161 Alexandra Av,2,u,735000,SP,Jellis,22/07/2017,4.1,3142,2,1,1,0,84,1935,Stonnington,-37.832,145.007,Southern Metropolitan,7217
Toorak,6/2 Tintern Av,2,u,920000,S,hockingstuart,22/07/2017,4.1,3142,2,2,1,0,,,Stonnington,-37.841,145.007,Southern Metropolitan,7217
Toorak,10/270 Williams Rd,1,u,350000,VB,Marshall,22/07/2017,4.1,3142,2,1,1,0,,1970,Stonnington,-37.842,145.005,Southern Metropolitan,7217
Tullamarine,56 Broadmeadows Rd,3,h,822000,S,Jason,22/07/2017,12.9,3043,3,1,1,778,112,1960,Hume,-37.703,144.88,Western Metropolitan,3296
Vermont,88 Boronia Rd,3,h,988000,S,Fletchers,22/07/2017,17.2,3133,3,1,1,653,119,1970,Whitehorse,-37.84,145.202,Eastern Metropolitan,4181
Wantirna South,16 Allanfield Cr,3,h,855000,S,Ray,22/07/2017,14.7,3152,3,1,1,730,,,Knox,-37.863,145.251,Eastern Metropolitan,7082
Wantirna South,1/20 Kensington Pl,3,t,630000,S,Ray,22/07/2017,14.7,3152,3,1,1,169,141,2001,Knox,-37.873,145.23,Eastern Metropolitan,7082
Watsonia,18 Barry St,3,h,830000,S,Barry,22/07/2017,14.5,3087,3,1,1,598,104.4,1975,Banyule,-37.717,145.089,Northern Metropolitan,2329
Watsonia North,27 Kurrajong Cr,3,h,710000,S,Ray,22/07/2017,14.5,3087,3,1,1,600,115,1974,Banyule,-37.699,145.087,Northern Metropolitan,1442
Watsonia North,59 Sellars St,3,h,850000,S,Darren,22/07/2017,14.5,3087,3,1,1,766,,,Banyule,-37.698,145.09,Northern Metropolitan,1442
Werribee,8 Centenary Cr,3,h,383000,S,Greg,22/07/2017,14.7,3030,3,1,1,548,95,1960,Wyndham,-37.889,144.657,Western Metropolitan,16166
Werribee,5 Flourish Wy,4,h,463000,S,hockingstuart,22/07/2017,14.7,3030,4,2,1,358,148,2012,Wyndham,-37.918,144.638,Western Metropolitan,16166
Werribee,34 Hooker Rd,3,h,471500,S,hockingstuart,22/07/2017,14.7,3030,3,1,1,530,,,Wyndham,-37.894,144.641,Western Metropolitan,16166
Werribee,1 Ord Ct,3,h,412500,S,YPA,22/07/2017,14.7,3030,3,1,1,583,,1980,Wyndham,-37.887,144.661,Western Metropolitan,16166
Werribee,3 Parramatta Rd,3,h,452000,SP,Biggin,22/07/2017,14.7,3030,3,1,1,567,121,1980,Wyndham,-37.887,144.661,Western Metropolitan,16166
Werribee,17 Timbarra Dr,4,h,665000,S,hockingstuart,22/07/2017,14.7,3030,4,2,1,520,201,2014,Wyndham,-37.919,144.641,Western Metropolitan,16166
Werribee,6 Troup Ct,3,h,485000,SP,Reliance,22/07/2017,14.7,3030,3,1,1,633,88,1960,Wyndham,-37.894,144.656,Western Metropolitan,16166
Werribee,17 Xavier Ct,4,h,510000,SP,YPA,22/07/2017,14.7,3030,4,2,1,531,147,2003,Wyndham,-37.896,144.643,Western Metropolitan,16166
West Footscray,16 Market St,3,h,850000,S,Jas,22/07/2017,6.4,3012,3,1,1,269,111,1910,Maribyrnong,-37.796,144.879,Western Metropolitan,5058
West Footscray,27 Wellington St,3,h,915000,S,Jas,22/07/2017,6.4,3012,3,1,1,447,,,Maribyrnong,-37.792,144.869,Western Metropolitan,5058
Wheelers Hill,11 Bluegum Av,5,h,1591000,S,Barry,22/07/2017,16.7,3150,5,3,1,923,,,Monash,-37.902,145.184,South-Eastern Metropolitan,7392
Wheelers Hill,6 Reynolds Av,5,h,1490000,S,Ray,22/07/2017,16.7,3150,5,3,1,677,,,Monash,-37.909,145.185,South-Eastern Metropolitan,7392
Williamstown,22 Hotham St,4,h,1440000,S,Williams,22/07/2017,6.8,3016,4,2,1,240,170,1900,Hobsons Bay,-37.854,144.896,Western Metropolitan,6380
Wollert,34 Tindales Rd,3,h,400000,S,Harcourts,22/07/2017,25.5,3750,3,2,1,213,,2015,Whittlesea,-37.61,145.039,Northern Metropolitan,2940
Yarra Glen,15 Yarra St,3,h,620000,SP,Buckingham,22/07/2017,31.4,3775,3,2,1,863,180.56,1975,Yarra Ranges,-37.654,145.374,Northern Victoria,1160
Yarraville,61 Eirene St,2,h,900000,SP,Sweeney,22/07/2017,6.3,3013,2,1,1,463,123.5,1940,Maribyrnong,-37.823,144.88,Western Metropolitan,6543
Yarraville,30 Freame St,4,h,1407000,S,Village,22/07/2017,6.3,3013,4,2,1,446,152,1955,Maribyrnong,-37.818,144.875,Western Metropolitan,6543
Yarraville,55 Simpson St,2,h,1044000,SP,Jas,22/07/2017,6.3,3013,2,1,1,197,,,Maribyrnong,-37.817,144.891,Western Metropolitan,6543
Airport West,10A Coniston Av,3,t,780000,S,RE,29/07/2017,10.4,3042,3,2,1,195,192,2005,Moonee Valley,-37.733,144.883,Western Metropolitan,3464
Albanvale,10 Elinga Ct,3,h,555000,SP,Sweeney,29/07/2017,14,3021,3,1,1,566,126,1980,Brimbank,-37.743,144.767,Western Metropolitan,1899
Albion,6 Hayden Cr,3,h,613000,S,Moonee,29/07/2017,10.5,3020,3,1,1,465,,,Brimbank,-37.781,144.825,Western Metropolitan,2185
Albion,2/20 Talmage St,2,t,340000,S,Bells,29/07/2017,10.5,3020,2,1,1,100,,,Brimbank,-37.78,144.825,Western Metropolitan,2185
Albion,1/26 Talmage St,3,t,580000,PI,Douglas,29/07/2017,10.5,3020,3,2,1,175,110,2014,Brimbank,-37.779,144.824,Western Metropolitan,2185
Ardeer,1 Chelsey St,3,h,627000,S,Barry,29/07/2017,12.8,3022,3,1,1,697,102,1960,Brimbank,-37.777,144.797,Western Metropolitan,1281
Armadale,11/49 Kooyong Rd,1,u,380000,S,Marshall,29/07/2017,6.3,3143,1,1,1,0,,1960,Stonnington,-37.859,145.02,Southern Metropolitan,4836
Armadale,6/56 Sutherland Rd,2,u,631500,S,hockingstuart,29/07/2017,6.3,3143,2,1,1,0,,,Stonnington,-37.857,145.017,Southern Metropolitan,4836
Ascot Vale,29 Doncaster St,3,t,1185000,S,Barry,29/07/2017,4.3,3032,3,2,1,271,,,Moonee Valley,-37.778,144.909,Western Metropolitan,6567
Ashwood,7 Barrington Dr,4,h,1540000,S,Jellis,29/07/2017,10.2,3147,4,2,1,668,205,1970,Monash,-37.861,145.1,Southern Metropolitan,2894
Aspendale,4 Roycroft Av,4,h,1510000,S,hockingstuart,29/07/2017,21.5,3195,4,2,1,387,,,Kingston,-38.028,145.102,South-Eastern Metropolitan,2824
Balwyn,27 Burroughs Rd,5,h,3812000,S,VICProp,29/07/2017,7.9,3103,5,4,1,729,1,2012,Boroondara,-37.806,145.095,Southern Metropolitan,5682
Balwyn,4 Dee St,4,t,1450000,VB,Noel,29/07/2017,7.9,3103,4,3,1,232,,,Boroondara,-37.803,145.08,Southern Metropolitan,5682
Balwyn North,1/6 Corhampton Rd,3,u,1600000,S,Marshall,29/07/2017,9.7,3104,3,2,1,314,,,Boroondara,-37.794,145.067,Southern Metropolitan,7809
Balwyn North,1/47 Kawarren St,2,u,950000,S,Fletchers,29/07/2017,9.7,3104,2,1,1,327,,1975,Boroondara,-37.782,145.093,Southern Metropolitan,7809
Balwyn North,12 Maud St,4,h,1755000,S,Jellis,29/07/2017,9.7,3104,4,2,1,605,155,1938,Boroondara,-37.795,145.066,Southern Metropolitan,7809
Bayswater,592 Mountain Hwy,3,h,606000,S,McGrath,29/07/2017,23.2,3153,3,1,1,424,94,1970,Knox,-37.843,145.255,Eastern Metropolitan,5030
Beaconsfield,2 George St,3,u,537000,S,Peake,29/07/2017,39,3807,3,1,1,460,,,Cardinia,-38.047,145.369,Eastern Victoria,2332
Beaumaris,2/37 Bonanza Rd,3,t,900000,PI,Thomson,29/07/2017,17.3,3193,3,2,1,243,,,Bayside,-37.982,145.052,Southern Metropolitan,5366
Beaumaris,6 Monaco Cr,3,h,1500000,S,Charlton,29/07/2017,17.3,3193,3,2,1,594,,,Bayside,-37.974,145.045,Southern Metropolitan,5366
Bentleigh,2 Osborne Av,3,t,1435000,S,hockingstuart,29/07/2017,11.4,3204,3,3,1,307,177,2014,Glen Eira,-37.916,145.049,Southern Metropolitan,6795
Bentleigh East,2/9 Argyle St,2,u,592000,S,Gary,29/07/2017,13.8,3165,2,1,1,121,,,Glen Eira,-37.911,145.071,Southern Metropolitan,10969
Bentleigh East,2A Goodrich St,3,h,900000,S,Gary,29/07/2017,13.8,3165,3,2,1,264,,,Glen Eira,-37.912,145.076,Southern Metropolitan,10969
Bentleigh East,10 Juliana St,4,h,1780000,S,Woodards,29/07/2017,13.8,3165,4,2,1,577,,,Glen Eira,-37.915,145.059,Southern Metropolitan,10969
Bentleigh East,16 Waratah St,3,t,1260000,S,Woodards,29/07/2017,13.8,3165,3,2,1,669,138,1960,Glen Eira,-37.913,145.081,Southern Metropolitan,10969
Berwick,33 Jane St,3,h,620000,S,C21,29/07/2017,35.2,3806,3,1,1,792,101,1970,Casey,-38.035,145.339,Eastern Victoria,17093
Black Rock,5/323 Beach Rd,2,u,600000,S,Hodges,29/07/2017,17.3,3193,2,1,1,0,74,1960,Bayside,-37.979,145.018,Southern Metropolitan,2866
Black Rock,1/47 Bluff Rd,3,t,1215000,S,Hodges,29/07/2017,17.3,3193,3,2,1,314,,,Bayside,-37.973,145.016,Southern Metropolitan,2866
Blackburn South,12/5 Travellyn Ct,2,u,615000,S,Ray,29/07/2017,13.4,3130,2,1,1,3316,85,1970,Whitehorse,-37.832,145.144,Eastern Metropolitan,4387
Boronia,42 Matlock Rd,3,h,790000,S,Ray,29/07/2017,25,3155,3,1,1,868,,,Knox,-37.86,145.255,Eastern Metropolitan,9704
Boronia,15 New St,4,h,770000,SP,Noel,29/07/2017,25,3155,4,2,1,723,1,1970,Knox,-37.848,145.295,Eastern Metropolitan,9704
Box Hill,9 Bishop St,4,h,1831000,S,hockingstuart,29/07/2017,10.9,3128,4,1,1,662,,,Whitehorse,-37.82,145.131,Eastern Metropolitan,4605
Braybrook,35 Carlton St,3,h,800000,S,Biggin,29/07/2017,8.6,3019,3,1,1,591,,,Maribyrnong,-37.781,144.848,Western Metropolitan,3589
Brighton,6/105 Cochrane St,2,u,845000,SP,Buxton,29/07/2017,10.5,3186,2,1,1,100,110,1960,Bayside,-37.896,144.999,Southern Metropolitan,10579
Brighton,7/138 New St,1,u,495000,S,Nick,29/07/2017,10.5,3186,1,1,1,0,,1970,Bayside,-37.918,144.993,Southern Metropolitan,10579
Brighton,6/30 Roslyn St,2,u,760000,PI,Marshall,29/07/2017,10.5,3186,2,1,1,138,,1980,Bayside,-37.925,145.003,Southern Metropolitan,10579
Brighton,1/141 South Rd,3,h,1240000,PI,hockingstuart,29/07/2017,10.5,3186,3,2,1,206,,,Bayside,-37.929,145.003,Southern Metropolitan,10579
Broadmeadows,5 Evans Ct,3,h,586000,S,YPA,29/07/2017,14,3047,3,1,1,677,,,Hume,-37.693,144.927,Northern Metropolitan,4294
Broadmeadows,18 Katunga Cr,4,h,706000,S,YPA,29/07/2017,14,3047,4,1,1,752,115,1960,Hume,-37.676,144.914,Northern Metropolitan,4294
Broadmeadows,54 Ophir St,3,h,550000,S,YPA,29/07/2017,14,3047,3,2,1,602,,,Hume,-37.69,144.935,Northern Metropolitan,4294
Brookfield,30 Pinrush Rd,4,h,456000,S,Reliance,29/07/2017,29.8,3338,4,2,1,576,189,2010,Melton,-37.691,144.545,Western Victoria,3122
Brooklyn,77 Corrigan Av,2,u,555000,S,Barlow,29/07/2017,6.4,3012,2,2,1,207,,,Hobsons Bay,-37.82,144.842,Western Metropolitan,962
Brunswick,1/46 Davies St,2,h,650000,S,Jellis,29/07/2017,5.2,3056,2,1,1,108,70,1970,Moreland,-37.757,144.968,Northern Metropolitan,11918
Brunswick,11 Marks St,4,h,1080000,VB,Nelson,29/07/2017,5.2,3056,4,2,1,256,,,Moreland,-37.769,144.968,Northern Metropolitan,11918
Brunswick East,1/51 Brunswick Rd,2,h,620000,S,Nicholson,29/07/2017,4,3057,2,1,1,123,79,1960,Moreland,-37.778,144.974,Northern Metropolitan,5533
Brunswick East,3/51 Brunswick Rd,2,h,683000,S,Nicholson,29/07/2017,4,3057,2,1,1,0,91,1970,Moreland,-37.778,144.974,Northern Metropolitan,5533
Brunswick East,2/38 Ethel St,2,h,501000,S,Jellis,29/07/2017,4,3057,2,1,1,71,47,1970,Moreland,-37.772,144.976,Northern Metropolitan,5533
Brunswick East,603/29 Nicholson St,2,u,615000,SP,hockingstuart,29/07/2017,4,3057,2,1,1,0,70,2008,Moreland,-37.779,144.978,Northern Metropolitan,5533
Brunswick East,17 Roberts St,2,h,1220000,SP,Nelson,29/07/2017,4,3057,2,1,1,459,,,Moreland,-37.767,144.982,Northern Metropolitan,5533
Brunswick West,17 Cohuna St,2,h,1150000,S,Jellis,29/07/2017,5.2,3055,2,1,1,539,107,1940,Moreland,-37.773,144.941,Northern Metropolitan,7082
Brunswick West,7/80 Hopetoun Av,2,u,400000,VB,Nelson,29/07/2017,5.2,3055,2,2,1,0,,,Moreland,-37.752,144.934,Northern Metropolitan,7082
Burwood,383 Burwood Hwy,3,h,1750500,S,RW,29/07/2017,10.4,3125,3,1,1,719,,,Whitehorse,-37.852,145.131,Southern Metropolitan,5678
Burwood East,1/2 Ellesmere Rd,3,u,835000,S,Ray,29/07/2017,14.7,3151,3,2,1,347,143,2000,Whitehorse,-37.854,145.155,Eastern Metropolitan,4048
Cairnlea,16 Westbury St,3,h,640000,S,HAR,29/07/2017,14.8,3023,3,2,1,316,170,2008,Brimbank,-37.76,144.788,Western Metropolitan,2674
Camberwell,52 Ellsworth Cr,3,t,1280000,SP,Jellis,29/07/2017,7.7,3124,3,2,1,186,158,2014,Boroondara,-37.841,145.087,Southern Metropolitan,8920
Camberwell,78 Fordham Av,5,h,2400000,VB,Marshall,29/07/2017,7.7,3124,5,2,1,633,,1939,Boroondara,-37.841,145.074,Southern Metropolitan,8920
Camberwell,1/43 Inglesby Rd,2,u,682000,S,Jellis,29/07/2017,7.7,3124,2,1,1,1106,,1970,Boroondara,-37.835,145.057,Southern Metropolitan,8920
Camberwell,6 Regent St,4,h,2500000,VB,Fletchers,29/07/2017,7.7,3124,4,2,1,947,225,1930,Boroondara,-37.844,145.095,Southern Metropolitan,8920
Camberwell,11/596 Riversdale Rd,3,u,682000,S,Noel,29/07/2017,7.7,3124,3,1,1,2863,,,Boroondara,-37.832,145.063,Southern Metropolitan,8920
Camberwell,2/37 Thomas St,2,u,600800,S,Philip,29/07/2017,7.7,3124,2,1,1,1625,1,1960,Boroondara,-37.842,145.093,Southern Metropolitan,8920
Carlton,66 Palmerston St,3,h,920000,S,Nelson,29/07/2017,1.6,3053,3,1,1,98,,,Melbourne,-37.796,144.973,Northern Metropolitan,6786
Carlton North,384 Canning St,2,h,1690000,S,hockingstuart,29/07/2017,3.5,3054,2,1,1,173,,,Yarra,-37.788,144.975,Northern Metropolitan,3106
Carnegie,2/8 Beena Av,2,u,680000,S,Woodards,29/07/2017,10.1,3163,2,1,1,145,,2010,Glen Eira,-37.889,145.063,Southern Metropolitan,7822
Carnegie,13/1150 Dandenong Rd,1,u,316000,PI,Ray,29/07/2017,10.1,3163,1,1,1,1978,,,Glen Eira,-37.885,145.064,Southern Metropolitan,7822
Carnegie,1/80 Truganini Rd,3,u,1151000,S,Woodards,29/07/2017,10.1,3163,3,2,1,259,115,1995,Glen Eira,-37.892,145.054,Southern Metropolitan,7822
Caroline Springs,10 Risley Cl,3,h,518000,PI,RW,29/07/2017,14.8,3023,3,2,1,308,,,Melton,-37.739,144.733,Western Metropolitan,7719
Carrum,29 Whatley St,3,h,625000,SP,Buxton,29/07/2017,31.2,3197,3,2,1,379,170,1950,Kingston,-38.079,145.13,South-Eastern Metropolitan,1989
Carrum Downs,9 Pinewood Dr,3,h,480000,S,Harcourts,29/07/2017,34.9,3201,3,1,1,528,106,1981,Frankston,-38.098,145.187,South-Eastern Metropolitan,8060
Chadstone,1/6 Crana Ct,5,t,1050000,S,Buxton,29/07/2017,11.7,3148,5,2,1,276,159,2011,Monash,-37.879,145.097,Southern Metropolitan,3582
Chelsea,364 Station St,3,h,750000,PI,Ray,29/07/2017,27,3196,3,1,1,463,,,Kingston,-38.056,145.118,South-Eastern Metropolitan,3906
Chelsea Heights,11 Rebecca Cl,5,h,835500,S,Ray,29/07/2017,27,3196,5,5,1,570,243,1990,Kingston,-38.033,145.132,South-Eastern Metropolitan,2076
Cheltenham,22 Cavanagh St,4,h,1740000,SP,O'Brien,29/07/2017,17.9,3192,4,2,1,721,283,2010,Kingston,-37.964,145.065,Southern Metropolitan,9758
Cheltenham,4/163 Centre Dandenong Rd,2,u,560000,S,Buxton,29/07/2017,17.9,3192,2,1,1,182,,,Kingston,-37.967,145.077,Southern Metropolitan,9758
Cheltenham,3/33 Sunray Av,2,t,751000,S,Buxton,29/07/2017,17.9,3192,2,1,1,171,,,Kingston,-37.963,145.064,Southern Metropolitan,9758
Clarinda,8 Elliminya Ct,5,h,976000,S,Woodards,29/07/2017,17.5,3169,5,3,1,537,,,Kingston,-37.938,145.1,South-Eastern Metropolitan,2727
Clifton Hill,117 Roseneath St,4,h,1662500,S,Nelson,29/07/2017,3.6,3068,4,2,1,191,,,Yarra,-37.793,144.999,Northern Metropolitan,2954
Clifton Hill,7/16 The Esplanade,2,u,591000,S,Ray,29/07/2017,3.6,3068,2,1,1,0,64,1970,Yarra,-37.788,145.006,Northern Metropolitan,2954
Coburg,3/7 Dare St,2,h,650000,SP,Jellis,29/07/2017,6.7,3058,2,1,1,149,,1970,Moreland,-37.749,144.967,Northern Metropolitan,11204
Coburg,68 Marks St,4,h,1400000,S,Nelson,29/07/2017,6.7,3058,4,2,1,426,165,1930,Moreland,-37.749,144.958,Northern Metropolitan,11204
Coburg,34 Soudan St,2,h,996000,S,Nelson,29/07/2017,6.7,3058,2,1,1,476,97,1930,Moreland,-37.739,144.953,Northern Metropolitan,11204
Coburg,4/94 The Grove,1,u,430000,SP,Brad,29/07/2017,6.7,3058,1,1,1,103,,,Moreland,-37.753,144.977,Northern Metropolitan,11204
Coburg North,17 Delta Av,4,h,1011000,S,Nelson,29/07/2017,6.7,3058,4,2,1,500,145,1930,Moreland,-37.722,144.959,Northern Metropolitan,3445
Coburg North,39 Peterson Av,3,h,770000,S,Ray,29/07/2017,6.7,3058,3,1,1,520,,,Moreland,-37.733,144.982,Northern Metropolitan,3445
Coburg North,10 Shore Gr,3,t,830000,S,Ray,29/07/2017,6.7,3058,3,2,1,275,142,2008,Moreland,-37.732,144.971,Northern Metropolitan,3445
Coolaroo,470 Barry Rd,3,h,455000,S,Nelson,29/07/2017,17.4,3048,3,1,1,562,,,Hume,-37.665,144.935,Northern Metropolitan,1124
Craigieburn,15 Champion Pde,4,h,510000,PI,LJ,29/07/2017,20.6,3064,4,2,1,336,83,2014,Hume,-37.594,144.9,Northern Metropolitan,15510
Craigieburn,10 Olympic Wy,4,h,590000,S,YPA,29/07/2017,20.6,3064,4,2,1,512,200.71,2007,Hume,-37.585,144.936,Northern Metropolitan,15510
Craigieburn,66 Willmott Dr,3,h,390000,S,Ray,29/07/2017,20.6,3064,3,1,1,301,109,2001,Hume,-37.587,144.926,Northern Metropolitan,15510
Cranbourne North,13 Cumquat Ct,4,h,500000,S,Ray,29/07/2017,34.7,3977,4,2,1,579,149,1990,Casey,-38.072,145.274,South-Eastern Metropolitan,6464
Croydon,20 Glenora Av,2,h,1150000,VB,McGrath,29/07/2017,23,3136,2,1,1,1800,,,Maroondah,-37.796,145.275,Eastern Metropolitan,11925
Croydon,1/6 Kitchener Rd,3,h,745000,S,Barry,29/07/2017,23,3136,3,2,1,297,,,Maroondah,-37.791,145.283,Eastern Metropolitan,11925
